Comune;Provincia;Prov;Regione;Latitude;Longitude;Latitudine Prov;Longitudine Prov;Numero Abitanti;CAP;Prefisso;Cod Istat
Massiola;Verbano-Cusio-Ossola;VB;Piemonte;45,9136100000;8,3202800000;46,0187800000;8,4065800000;143;28895;323;1103043
Mergozzo;Verbano-Cusio-Ossola;VB;Piemonte;45,9622200000;8,4430600000;46,0187800000;8,4065800000;2167;28802;323;1103044
Miazzina;Verbano-Cusio-Ossola;VB;Piemonte;45,9763900000;8,5216700000;46,0187800000;8,4065800000;418;28817;323;1103045
Montecrestese;Verbano-Cusio-Ossola;VB;Piemonte;46,1655600000;8,3266700000;46,0187800000;8,4065800000;1241;28864;324;1103046
Montescheno;Verbano-Cusio-Ossola;VB;Piemonte;46,0688900000;8,2236100000;46,0187800000;8,4065800000;437;28843;324;1103047
Nonio;Verbano-Cusio-Ossola;VB;Piemonte;45,8477800000;8,3755600000;46,0187800000;8,4065800000;898;28891;323;1103048
Oggebbio;Verbano-Cusio-Ossola;VB;Piemonte;45,9944400000;8,6452800000;46,0187800000;8,4065800000;889;28824;323;1103049
Omegna;Verbano-Cusio-Ossola;VB;Piemonte;45,8816700000;8,4069400000;46,0187800000;8,4065800000;15991;28887;323;1103050
Ornavasso;Verbano-Cusio-Ossola;VB;Piemonte;45,9727800000;8,4088900000;46,0187800000;8,4065800000;3419;28877;323;1103051
Pallanzeno;Verbano-Cusio-Ossola;VB;Piemonte;46,0458300000;8,2586100000;46,0187800000;8,4065800000;1177;28884;324;1103052
Piedimulera;Verbano-Cusio-Ossola;VB;Piemonte;46,0241700000;8,2572200000;46,0187800000;8,4065800000;1606;28885;324;1103053
Pieve Vergonte;Verbano-Cusio-Ossola;VB;Piemonte;46,0075000000;8,2683300000;46,0187800000;8,4065800000;2682;28886;324;1103054
Premeno;Verbano-Cusio-Ossola;VB;Piemonte;45,9777800000;8,5941700000;46,0187800000;8,4065800000;773;28818;323;1103055
Premia;Verbano-Cusio-Ossola;VB;Piemonte;46,2686100000;8,3413900000;46,0187800000;8,4065800000;582;28866;324;1103056
Premosello-Chiovend;Verbano-Cusio-Ossola;VB;Piemonte;46,0058300000;8,3297200000;46,0187800000;8,4065800000;2052;28803;324;1103057
Quarna Sopra;Verbano-Cusio-Ossola;VB;Piemonte;45,8750000000;8,3700000000;46,0187800000;8,4065800000;283;28898;323;1103058
Quarna Sotto;Verbano-Cusio-Ossola;VB;Piemonte;45,8708300000;8,3605600000;46,0187800000;8,4065800000;430;28896;323;1103059
Re;Verbano-Cusio-Ossola;VB;Piemonte;46,1316700000;8,5441700000;46,0187800000;8,4065800000;765;28856;324;1103060
San Bernardino Verb;Verbano-Cusio-Ossola;VB;Piemonte;45,9583300000;8,5166700000;46,0187800000;8,4065800000;1380;28804;323;1103061
Santa Maria Maggior;Verbano-Cusio-Ossola;VB;Piemonte;46,1355600000;8,4652800000;46,0187800000;8,4065800000;1271;28857;324;1103062
Seppiana;Verbano-Cusio-Ossola;VB;Piemonte;46,0597200000;8,2166700000;46,0187800000;8,4065800000;159;28843;324;1103063
Stresa;Verbano-Cusio-Ossola;VB;Piemonte;45,8847200000;8,5388900000;46,0187800000;8,4065800000;5226;28838;323;1103064
Toceno;Verbano-Cusio-Ossola;VB;Piemonte;46,1450000000;8,4663900000;46,0187800000;8,4065800000;779;28858;324;1103065
Trarego Viggiona;Verbano-Cusio-Ossola;VB;Piemonte;46,0350000000;8,6605600000;46,0187800000;8,4065800000;398;28826;323;1103066
Trasquera;Verbano-Cusio-Ossola;VB;Piemonte;46,2119400000;8,2269400000;46,0187800000;8,4065800000;222;28868;324;1103067
Trontano;Verbano-Cusio-Ossola;VB;Piemonte;46,1227800000;8,3316700000;46,0187800000;8,4065800000;1693;28859;324;1103068
Valstrona;Verbano-Cusio-Ossola;VB;Piemonte;45,9105600000;8,3394400000;46,0187800000;8,4065800000;1254;28897;323;1103069
Vanzone con San Car;Verbano-Cusio-Ossola;VB;Piemonte;45,9811100000;8,1088900000;46,0187800000;8,4065800000;445;28879;324;1103070
Varzo;Verbano-Cusio-Ossola;VB;Piemonte;46,2080600000;8,2550000000;46,0187800000;8,4065800000;2137;28868;324;1103071
Verbania;Verbano-Cusio-Ossola;VB;Piemonte;45,9252800000;8,5500000000;46,0187800000;8,4065800000;31243;;323;1103072
Viganella;Verbano-Cusio-Ossola;VB;Piemonte;46,0538900000;8,1938900000;46,0187800000;8,4065800000;204;28841;324;1103073
Vignone;Verbano-Cusio-Ossola;VB;Piemonte;45,9608300000;8,5661100000;46,0187800000;8,4065800000;1219;28819;323;1103074
Villadossola;Verbano-Cusio-Ossola;VB;Piemonte;46,0708300000;8,2611100000;46,0187800000;8,4065800000;6912;28844;324;1103075
Villette;Verbano-Cusio-Ossola;VB;Piemonte;46,1327800000;8,5319400000;46,0187800000;8,4065800000;264;28856;324;1103076
Vogogna;Verbano-Cusio-Ossola;VB;Piemonte;46,0111100000;8,2927800000;46,0187800000;8,4065800000;1785;28805;324;1103077
Aggius;Olbia-Tempio;OT;Sardegna;40,9314000000;9,0671000000;40,9156200000;9,2850100000;;;;20104001
Aglientu;Olbia-Tempio;OT;Sardegna;41,0806000000;9,1138000000;40,9156200000;9,2850100000;;;;20104002
AlÃ  dei Sardi;Olbia-Tempio;OT;Sardegna;40,6513000000;9,3289000000;40,9156200000;9,2850100000;;;;20104003
Arzachena;Olbia-Tempio;OT;Sardegna;41,0788000000;9,3881000000;40,9156200000;9,2850100000;;;;20104004
Badesi;Olbia-Tempio;OT;Sardegna;40,9663000000;8,8853000000;40,9156200000;9,2850100000;;;;20104005
Berchidda;Olbia-Tempio;OT;Sardegna;40,7850000000;9,1657000000;40,9156200000;9,2850100000;;;;20104006
Bortigiadas;Olbia-Tempio;OT;Sardegna;40,8928000000;9,0445000000;40,9156200000;9,2850100000;;;;20104007
BuddusÃ²;Olbia-Tempio;OT;Sardegna;40,5792000000;9,2592000000;40,9156200000;9,2850100000;;;;20104008
Budoni;Olbia-Tempio;OT;Sardegna;40,7095000000;9,6992000000;40,9156200000;9,2850100000;;;;20104009
Calangianus;Olbia-Tempio;OT;Sardegna;40,9210000000;9,1960000000;40,9156200000;9,2850100000;;;;20104010
Golfo Aranci;Olbia-Tempio;OT;Sardegna;41,0038000000;9,6168000000;40,9156200000;9,2850100000;;;;20104011
La Maddalena;Olbia-Tempio;OT;Sardegna;41,2144000000;9,4076000000;40,9156200000;9,2850100000;;;;20104012
Loiri Porto San Pao;Olbia-Tempio;OT;Sardegna;40,8450000000;9,4988000000;40,9156200000;9,2850100000;;;;20104013
Luogosanto;Olbia-Tempio;OT;Sardegna;41,0496000000;9,2057000000;40,9156200000;9,2850100000;;;;20104014
Luras;Olbia-Tempio;OT;Sardegna;40,9364000000;9,1764000000;40,9156200000;9,2850100000;;;;20104015
Monti;Olbia-Tempio;OT;Sardegna;40,8070400000;9,3265700000;40,9156200000;9,2850100000;;;;20104016
Olbia;Olbia-Tempio;OT;Sardegna;40,9225000000;9,4869000000;40,9156200000;9,2850100000;;;;20104017
Oschiri;Olbia-Tempio;OT;Sardegna;40,7191000000;9,1021000000;40,9156200000;9,2850100000;;;;20104018
Padru;Olbia-Tempio;OT;Sardegna;40,7669000000;9,5213000000;40,9156200000;9,2850100000;;;;20104019
Palau;Olbia-Tempio;OT;Sardegna;41,1794000000;9,3821000000;40,9156200000;9,2850100000;;;;20104020
Sant'Antonio di Gal;Olbia-Tempio;OT;Sardegna;40,9905000000;9,3019000000;40,9156200000;9,2850100000;;;;20104021
Santa Teresa Gallur;Olbia-Tempio;OT;Sardegna;41,2425000000;9,1895000000;40,9156200000;9,2850100000;;;;20104022
San Teodoro;Olbia-Tempio;OT;Sardegna;40,7722800000;9,6695500000;40,9156200000;9,2850100000;;;;20104023
Telti;Olbia-Tempio;OT;Sardegna;40,8775000000;9,3539000000;40,9156200000;9,2850100000;;;;20104024
Tempio Pausania;Olbia-Tempio;OT;Sardegna;40,8984000000;9,1045000000;40,9156200000;9,2850100000;;;;20104025
TrinitÃ  d'Agultu e;Olbia-Tempio;OT;Sardegna;40,9849000000;8,9189000000;40,9156200000;9,2850100000;;;;20104026
Arzana;Ogliastra;OG;Sardegna;39,9200000000;9,5289000000;39,8876900000;9,5468000000;;;;20105001
Bari Sardo;Ogliastra;OG;Sardegna;39,8431000000;9,6452000000;39,8876900000;9,5468000000;;;;20105002
Baunei;Ogliastra;OG;Sardegna;40,0306000000;9,6646000000;39,8876900000;9,5468000000;;;;20105003
Cardedu;Ogliastra;OG;Sardegna;39,7970000000;9,6267000000;39,8876900000;9,5468000000;;;;20105004
Elini;Ogliastra;OG;Sardegna;39,9008000000;9,5313000000;39,8876900000;9,5468000000;;;;20105005
Gairo;Ogliastra;OG;Sardegna;39,8480000000;9,5072000000;39,8876900000;9,5468000000;;;;20105006
Girasole;Ogliastra;OG;Sardegna;39,9531000000;9,6628000000;39,8876900000;9,5468000000;;;;20105007
Ilbono;Ogliastra;OG;Sardegna;39,8938000000;9,5507000000;39,8876900000;9,5468000000;;;;20105008
Jerzu;Ogliastra;OG;Sardegna;39,7924000000;9,5182000000;39,8876900000;9,5468000000;;;;20105009
Lanusei;Ogliastra;OG;Sardegna;39,8792000000;9,5414000000;39,8876900000;9,5468000000;;;;20105010
Loceri;Ogliastra;OG;Sardegna;39,8602000000;9,5850000000;39,8876900000;9,5468000000;;;;20105011
Lotzorai;Ogliastra;OG;Sardegna;39,9708000000;9,6656000000;39,8876900000;9,5468000000;;;;20105012
Osini;Ogliastra;OG;Sardegna;39,8235000000;9,4968000000;39,8876900000;9,5468000000;;;;20105013
Perdasdefogu;Ogliastra;OG;Sardegna;39,6778000000;9,4414000000;39,8876900000;9,5468000000;;;;20105014
Seui;Ogliastra;OG;Sardegna;39,8411000000;9,3223000000;39,8876900000;9,5468000000;;;;20105015
Talana;Ogliastra;OG;Sardegna;40,0431000000;9,4975000000;39,8876900000;9,5468000000;;;;20105016
Tertenia;Ogliastra;OG;Sardegna;39,6980000000;9,5783000000;39,8876900000;9,5468000000;;;;20105017
TortolÃ¬;Ogliastra;OG;Sardegna;39,9266000000;9,6578000000;39,8876900000;9,5468000000;;;;20105018
Triei;Ogliastra;OG;Sardegna;40,0378000000;9,6414000000;39,8876900000;9,5468000000;;;;20105019
Ulassai;Ogliastra;OG;Sardegna;39,8117000000;9,5000000000;39,8876900000;9,5468000000;;;;20105020
Urzulei;Ogliastra;OG;Sardegna;40,0945000000;9,5086000000;39,8876900000;9,5468000000;;;;20105021
Ussassai;Ogliastra;OG;Sardegna;39,8114000000;9,3961000000;39,8876900000;9,5468000000;;;;20105022
Villagrande Strisai;Ogliastra;OG;Sardegna;39,9624000000;9,5086000000;39,8876900000;9,5468000000;;;;20105023
Arbus;Medio Campidano;VS;Sardegna;39,5270000000;8,5989000000;39,6106600000;8,8806800000;;;;20106001
Barumini;Medio Campidano;VS;Sardegna;39,7027000000;9,0038000000;39,6106600000;8,8806800000;;;;20106002
Collinas;Medio Campidano;VS;Sardegna;39,6412000000;8,8399000000;39,6106600000;8,8806800000;;;;20106003
Furtei;Medio Campidano;VS;Sardegna;39,5645000000;8,9486000000;39,6106600000;8,8806800000;;;;20106004
Genuri;Medio Campidano;VS;Sardegna;39,7453000000;8,9244000000;39,6106600000;8,8806800000;;;;20106005
Gesturi;Medio Campidano;VS;Sardegna;39,7332000000;9,0213000000;39,6106600000;8,8806800000;;;;20106006
Gonnosfanadiga;Medio Campidano;VS;Sardegna;39,4948000000;8,6621000000;39,6106600000;8,8806800000;;;;20106007
Guspini;Medio Campidano;VS;Sardegna;39,5425000000;8,6342000000;39,6106600000;8,8806800000;;;;20106008
Las Plassas;Medio Campidano;VS;Sardegna;39,6812000000;8,9859000000;39,6106600000;8,8806800000;;;;20106009
Lunamatrona;Medio Campidano;VS;Sardegna;39,6465000000;8,9001000000;39,6106600000;8,8806800000;;;;20106010
Pabillonis;Medio Campidano;VS;Sardegna;39,5924000000;8,7217000000;39,6106600000;8,8806800000;;;;20106011
Pauli Arbarei;Medio Campidano;VS;Sardegna;39,6619000000;8,9231000000;39,6106600000;8,8806800000;;;;20106012
Samassi;Medio Campidano;VS;Sardegna;39,4827000000;8,9073000000;39,6106600000;8,8806800000;;;;20106013
San Gavino Monreale;Medio Campidano;VS;Sardegna;39,5520000000;8,7930000000;39,6106600000;8,8806800000;;;;20106014
Sanluri;Medio Campidano;VS;Sardegna;39,5638000000;8,8997000000;39,6106600000;8,8806800000;;;;20106015
Sardara;Medio Campidano;VS;Sardegna;39,6138000000;8,8208000000;39,6106600000;8,8806800000;;;;20106016
Segariu;Medio Campidano;VS;Sardegna;39,5636000000;8,9820000000;39,6106600000;8,8806800000;;;;20106017
Serramanna;Medio Campidano;VS;Sardegna;39,4252000000;8,9242000000;39,6106600000;8,8806800000;;;;20106018
Serrenti;Medio Campidano;VS;Sardegna;39,4942000000;8,9789000000;39,6106600000;8,8806800000;;;;20106019
Setzu;Medio Campidano;VS;Sardegna;39,7241000000;8,9403000000;39,6106600000;8,8806800000;;;;20106020
Siddi;Medio Campidano;VS;Sardegna;39,6742000000;8,8882000000;39,6106600000;8,8806800000;;;;20106021
Tuili;Medio Campidano;VS;Sardegna;39,7146000000;8,9619000000;39,6106600000;8,8806800000;;;;20106022
Turri;Medio Campidano;VS;Sardegna;39,7059000000;8,9175000000;39,6106600000;8,8806800000;;;;20106023
Ussaramanna;Medio Campidano;VS;Sardegna;39,6939000000;8,9088000000;39,6106600000;8,8806800000;;;;20106024
Villacidro;Medio Campidano;VS;Sardegna;39,4588000000;8,7386000000;39,6106600000;8,8806800000;;;;20106025
Villamar;Medio Campidano;VS;Sardegna;39,6192000000;8,9599000000;39,6106600000;8,8806800000;;;;20106026
Villanovaforru;Medio Campidano;VS;Sardegna;39,6330000000;8,8700000000;39,6106600000;8,8806800000;;;;20106027
Villanovafranca;Medio Campidano;VS;Sardegna;39,6464000000;9,0039000000;39,6106600000;8,8806800000;;;;20106028
Buggerru;Carbonia-Iglesias;CI;Sardegna;39,3975000000;8,4027000000;39,1786100000;8,5650700000;;;;20107001
Calasetta;Carbonia-Iglesias;CI;Sardegna;39,1104000000;8,3684000000;39,1786100000;8,5650700000;;;;20107002
Carbonia;Carbonia-Iglesias;CI;Sardegna;39,1664000000;8,5289000000;39,1786100000;8,5650700000;;;;20107003
Carloforte;Carbonia-Iglesias;CI;Sardegna;39,1457000000;8,3063000000;39,1786100000;8,5650700000;;;;20107004
Domusnovas;Carbonia-Iglesias;CI;Sardegna;39,3213000000;8,6514000000;39,1786100000;8,5650700000;;;;20107005
Fluminimaggiore;Carbonia-Iglesias;CI;Sardegna;39,4379000000;8,4969000000;39,1786100000;8,5650700000;;;;20107006
Giba;Carbonia-Iglesias;CI;Sardegna;39,0730000000;8,6367000000;39,1786100000;8,5650700000;;;;20107007
Gonnesa;Carbonia-Iglesias;CI;Sardegna;39,2641000000;8,4711000000;39,1786100000;8,5650700000;;;;20107008
Iglesias;Carbonia-Iglesias;CI;Sardegna;39,3128000000;8,5343000000;39,1786100000;8,5650700000;;;;20107009
Masainas;Carbonia-Iglesias;CI;Sardegna;39,0525000000;8,6290000000;39,1786100000;8,5650700000;;;;20107010
Musei;Carbonia-Iglesias;CI;Sardegna;39,3018000000;8,6696000000;39,1786100000;8,5650700000;;;;20107011
Narcao;Carbonia-Iglesias;CI;Sardegna;39,1688000000;8,6759000000;39,1786100000;8,5650700000;;;;20107012
Nuxis;Carbonia-Iglesias;CI;Sardegna;39,1541000000;8,7392000000;39,1786100000;8,5650700000;;;;20107013
Perdaxius;Carbonia-Iglesias;CI;Sardegna;39,1622000000;8,6125000000;39,1786100000;8,5650700000;;;;20107014
Piscinas;Carbonia-Iglesias;CI;Sardegna;39,0772000000;8,6658000000;39,1786100000;8,5650700000;;;;20107015
Portoscuso;Carbonia-Iglesias;CI;Sardegna;39,2050000000;8,3800000000;39,1786100000;8,5650700000;;;;20107016
San Giovanni Suergi;Carbonia-Iglesias;CI;Sardegna;39,1112000000;8,5236000000;39,1786100000;8,5650700000;;;;20107017
Santadi;Carbonia-Iglesias;CI;Sardegna;39,0934000000;8,7164000000;39,1786100000;8,5650700000;;;;20107018
Sant'Anna Arresi;Carbonia-Iglesias;CI;Sardegna;39,0030000000;8,6474000000;39,1786100000;8,5650700000;;;;20107019
Sant'Antioco;Carbonia-Iglesias;CI;Sardegna;39,0617000000;8,4547000000;39,1786100000;8,5650700000;;;;20107020
Tratalias;Carbonia-Iglesias;CI;Sardegna;39,0980000000;8,5721000000;39,1786100000;8,5650700000;;;;20107021
Villamassargia;Carbonia-Iglesias;CI;Sardegna;39,2770000000;8,6425000000;39,1786100000;8,5650700000;;;;20107022
Villaperuccio;Carbonia-Iglesias;CI;Sardegna;39,1130000000;8,6711000000;39,1786100000;8,5650700000;;;;20107023
Agrate Brianza;Monza e Brianza;MB;Lombardia;45,5755000000;9,3511000000;45,6360300000;9,2783700000;;;;3108001
Aicurzio;Monza e Brianza;MB;Lombardia;45,6413000000;9,4162000000;45,6360300000;9,2783700000;;;;3108002
Albiate;Monza e Brianza;MB;Lombardia;45,6574000000;9,2528000000;45,6360300000;9,2783700000;;;;3108003
Arcore;Monza e Brianza;MB;Lombardia;45,6269000000;9,3265000000;45,6360300000;9,2783700000;;;;3108004
Barlassina;Monza e Brianza;MB;Lombardia;45,6566000000;9,1299000000;45,6360300000;9,2783700000;;;;3108005
Bellusco;Monza e Brianza;MB;Lombardia;45,6162000000;9,4233000000;45,6360300000;9,2783700000;;;;3108006
Bernareggio;Monza e Brianza;MB;Lombardia;45,6445000000;9,4034000000;45,6360300000;9,2783700000;;;;3108007
Besana in Brianza;Monza e Brianza;MB;Lombardia;45,7003000000;9,2922000000;45,6360300000;9,2783700000;;;;3108008
Biassono;Monza e Brianza;MB;Lombardia;45,6310000000;9,2753000000;45,6360300000;9,2783700000;;;;3108009
Bovisio-Masciago;Monza e Brianza;MB;Lombardia;45,6106000000;9,1477000000;45,6360300000;9,2783700000;;;;3108010
Briosco;Monza e Brianza;MB;Lombardia;45,7092000000;9,2397000000;45,6360300000;9,2783700000;;;;3108011
Brugherio;Monza e Brianza;MB;Lombardia;45,5527000000;9,3018000000;45,6360300000;9,2783700000;;;;3108012
Burago di Molgora;Monza e Brianza;MB;Lombardia;45,5964000000;9,3784000000;45,6360300000;9,2783700000;;;;3108013
Camparada;Monza e Brianza;MB;Lombardia;45,6542000000;9,3228000000;45,6360300000;9,2783700000;;;;3108014
Carate Brianza;Monza e Brianza;MB;Lombardia;45,6760000000;9,2430000000;45,6360300000;9,2783700000;;;;3108015
Carnate;Monza e Brianza;MB;Lombardia;45,6508000000;9,3791000000;45,6360300000;9,2783700000;;;;3108016
Cavenago di Brianza;Monza e Brianza;MB;Lombardia;45,5810000000;9,4137000000;45,6360300000;9,2783700000;;;;3108017
Ceriano Laghetto;Monza e Brianza;MB;Lombardia;45,6272000000;9,0809000000;45,6360300000;9,2783700000;;;;3108018
Cesano Maderno;Monza e Brianza;MB;Lombardia;45,6282000000;9,1464000000;45,6360300000;9,2783700000;;;;3108019
Cogliate;Monza e Brianza;MB;Lombardia;45,6445000000;9,0820000000;45,6360300000;9,2783700000;;;;3108020
Concorezzo;Monza e Brianza;MB;Lombardia;45,5905000000;9,3366000000;45,6360300000;9,2783700000;;;;3108021
Correzzana;Monza e Brianza;MB;Lombardia;45,6659000000;9,3033000000;45,6360300000;9,2783700000;;;;3108022
Desio;Monza e Brianza;MB;Lombardia;45,6216000000;9,2088000000;45,6360300000;9,2783700000;;;;3108023
Giussano;Monza e Brianza;MB;Lombardia;45,6998000000;9,2094000000;45,6360300000;9,2783700000;;;;3108024
Lazzate;Monza e Brianza;MB;Lombardia;45,6720000000;9,0858000000;45,6360300000;9,2783700000;;;;3108025
Lesmo;Monza e Brianza;MB;Lombardia;45,6500000000;9,3066000000;45,6360300000;9,2783700000;;;;3108026
Limbiate;Monza e Brianza;MB;Lombardia;45,6000000000;9,1220000000;45,6360300000;9,2783700000;;;;3108027
Lissone;Monza e Brianza;MB;Lombardia;45,6109000000;9,2386000000;45,6360300000;9,2783700000;;;;3108028
Macherio;Monza e Brianza;MB;Lombardia;45,6385000000;9,2656000000;45,6360300000;9,2783700000;;;;3108029
Meda;Monza e Brianza;MB;Lombardia;45,6600000000;9,1545000000;45,6360300000;9,2783700000;;;;3108030
Mezzago;Monza e Brianza;MB;Lombardia;45,6305000000;9,4438000000;45,6360300000;9,2783700000;;;;3108031
Misinto;Monza e Brianza;MB;Lombardia;45,6628000000;9,0823000000;45,6360300000;9,2783700000;;;;3108032
Monza;Monza e Brianza;MB;Lombardia;45,5840000000;9,2730000000;45,6360300000;9,2783700000;;;;3108033
MuggiÃ²;Monza e Brianza;MB;Lombardia;45,5930000000;9,2265000000;45,6360300000;9,2783700000;;;;3108034
Nova Milanese;Monza e Brianza;MB;Lombardia;45,5892000000;9,2004000000;45,6360300000;9,2783700000;;;;3108035
Ornago;Monza e Brianza;MB;Lombardia;45,5966000000;9,4196000000;45,6360300000;9,2783700000;;;;3108036
Renate;Monza e Brianza;MB;Lombardia;45,7264000000;9,2822000000;45,6360300000;9,2783700000;;;;3108037
Ronco Briantino;Monza e Brianza;MB;Lombardia;45,6666000000;9,4039000000;45,6360300000;9,2783700000;;;;3108038
Seregno;Monza e Brianza;MB;Lombardia;45,6511000000;9,2048000000;45,6360300000;9,2783700000;;;;3108039
Seveso;Monza e Brianza;MB;Lombardia;45,6436000000;9,1376000000;45,6360300000;9,2783700000;;;;3108040
Sovico;Monza e Brianza;MB;Lombardia;45,6449000000;9,2608000000;45,6360300000;9,2783700000;;;;3108041
Sulbiate;Monza e Brianza;MB;Lombardia;45,6332000000;9,4184000000;45,6360300000;9,2783700000;;;;3108042
Triuggio;Monza e Brianza;MB;Lombardia;45,6618000000;9,2685000000;45,6360300000;9,2783700000;;;;3108043
Usmate Velate;Monza e Brianza;MB;Lombardia;45,6508000000;9,3625000000;45,6360300000;9,2783700000;;;;3108044
Varedo;Monza e Brianza;MB;Lombardia;45,5978000000;9,1604000000;45,6360300000;9,2783700000;;;;3108045
Vedano al Lambro;Monza e Brianza;MB;Lombardia;45,6070000000;9,2684000000;45,6360300000;9,2783700000;;;;3108046
Veduggio con Colzan;Monza e Brianza;MB;Lombardia;45,7349000000;9,2733000000;45,6360300000;9,2783700000;;;;3108047
Verano Brianza;Monza e Brianza;MB;Lombardia;45,6854000000;9,2299000000;45,6360300000;9,2783700000;;;;3108048
Villasanta;Monza e Brianza;MB;Lombardia;45,6056000000;9,3034000000;45,6360300000;9,2783700000;;;;3108049
Vimercate;Monza e Brianza;MB;Lombardia;45,6140000000;9,3713000000;45,6360300000;9,2783700000;;;;3108050
Busnago;Monza e Brianza;MB;Lombardia;45,6164000000;9,4644000000;45,6360300000;9,2783700000;;;;3108051
Caponago;Monza e Brianza;MB;Lombardia;45,5658000000;9,3757000000;45,6360300000;9,2783700000;;;;3108052
Cornate d'Adda;Monza e Brianza;MB;Lombardia;45,6499000000;9,4624000000;45,6360300000;9,2783700000;;;;3108053
Lentate sul Seveso;Monza e Brianza;MB;Lombardia;45,6784000000;9,1218000000;45,6360300000;9,2783700000;;;;3108054
Roncello;Monza e Brianza;MB;Lombardia;45,6024000000;9,4575000000;45,6360300000;9,2783700000;;;;3108055
Altidona;Fermo;FM;Marche;43,1068000000;13,7943000000;43,1656000000;13,7242000000;;;;11109001
Amandola;Fermo;FM;Marche;42,9809000000;13,3619000000;43,1656000000;13,7242000000;;;;11109002
